Time,Muscle,Side,MQ(0-100),MQ(raw),Fat %
2019-01-13T07:58:32.032Z, triceps, r, 98.13404, 156.62999, 10.2
2019-01-13T07:58:16.514Z, shoulders, l, 98.28806, 149.42197, 9.9
2019-01-13T07:57:53.882Z, shoulders, r, 97.89038, 148.05118, 10.9
2019-01-13T07:57:40.918Z, quads, l, 97.87603, 157.36981, 9.9
2019-01-13T07:57:24.042Z, quads, r, 97.88322, 157.40381, 9.4
2019-01-13T07:57:00.644Z, lower_back, l, 99.27855, 155.97733, 8.5
2019-01-13T07:56:36.882Z, lower_back, r, 98.62649, 150.69254, 9.5
2019-01-13T07:56:15.147Z, hamstrings, l, 99.55193, 161.48311, 9.7
2019-01-13T07:55:59.891Z, hamstrings, r, 99.49689, 160.63293, 9.5
2019-01-13T07:55:40.455Z, glutes, l, 96.006004, 133.4917, 12.7
2019-01-13T07:55:21.686Z, glutes, r, 99.17856, 145.98615, 9.8
2019-01-13T07:54:58.921Z, forearms, l, 58.780334, 117.329185, 11.8
2019-01-13T07:54:41.861Z, forearms, r, 85.09551, 125.69334, 10.4
2019-01-13T07:54:25.889Z, chest, l, 99.42675, 168.2511, 9.4
2019-01-13T07:53:58.443Z, chest, r, 99.18143, 164.71689, 9.5
2019-01-13T07:53:41.837Z, calves, l, 96.699036, 136.23628, 11.2
2019-01-13T07:53:25.097Z, calves, r, 97.09678, 136.82776, 10.6
2019-01-13T07:53:07.324Z, biceps, l, 93.74157, 137.5816, 11.8
2019-01-13T07:52:28.850Z, biceps, r, 96.42716, 140.44879, 10
2019-01-13T07:52:06.215Z, abs, l, 96.869255, 155.59329, 9.3
2019-01-13T07:51:46.231Z, abs, r, 97.85308, 160.43616, 8.8
2018-12-30T07:32:55.869Z, upper_back, l, 99.49674, 159.90506, 8
2018-12-30T07:32:37.229Z, total, r, 99.62787, 165.34436, 8.2
2018-12-30T07:32:18.203Z, upper_back, r, 98.575935, 154.32034, 8.3
2018-12-30T07:31:41.162Z, triceps, l, 98.15082, 156.70102, 9.5
2018-12-30T07:31:25.680Z, triceps, r, 98.533104, 158.51279, 9.3
2018-12-30T07:31:06.510Z, shoulders, l, 98.253876, 149.29279, 10
2018-12-30T07:30:51.705Z, shoulders, r, 98.82626, 151.86815, 9.7
2018-12-30T07:30:37.402Z, quads, l, 98.68961, 162.15985, 8.4
2018-12-30T07:30:13.146Z, quads, r, 99.079895, 165.6143, 8.1
2018-12-30T07:29:58.069Z, lower_back, l, 99.54479, 159.71548, 8.3
2018-12-30T07:29:13.967Z, lower_back, r, 99.6155, 161.08032, 7.7
2018-12-30T07:28:59.527Z, hamstrings, l, 99.337494, 158.6083, 8.8
2018-12-30T07:28:44.896Z, hamstrings, r, 99.5928, 162.1839, 8.8
2018-12-30T07:28:30.588Z, glutes, l, 98.83454, 143.29648, 10.8
2018-12-30T07:27:59.862Z, glutes, r, 99.39515, 148.32309, 9.4
2018-12-30T07:27:40.463Z, forearms, l, 79.65597, 123.89679, 11.1
2018-12-30T07:27:27.412Z, forearms, r, 95.034256, 130.34973, 9.5
2018-12-30T07:27:12.970Z, chest, l, 99.41744, 168.09166, 8.7
2018-12-30T07:26:56.181Z, chest, r, 99.42623, 168.2421, 9.5
2018-12-30T07:26:33.053Z, calves, l, 96.311165, 135.71896, 9.7
2018-12-30T07:26:16.540Z, calves, r, 94.996254, 134.26648, 10.3
2018-12-30T07:25:56.246Z, biceps, l, 97.19557, 141.63246, 9.7
2018-12-30T07:25:40.178Z, biceps, r, 97.04299, 141.37555, 10
2018-12-30T07:25:25.286Z, abs, l, 98.03081, 161.5293, 8.3
2018-12-30T07:24:44.876Z, abs, r, 99.14632, 171.90598, 6.8
2018-12-23T08:09:18.814Z, total, r, 99.464325, 162.39705, 8.3
2018-12-23T08:09:12.692Z, upper_back, l, 99.14952, 157.10406, 7.9
2018-12-23T08:08:42.993Z, upper_back, r, 98.593315, 154.38718, 8.2
2018-12-23T08:08:13.566Z, triceps, l, 97.83334, 155.45004, 10.1
2018-12-23T08:07:58.578Z, triceps, r, 98.14988, 156.69705, 9.3
2018-12-23T08:07:41.562Z, shoulders, l, 99.01171, 152.97275, 9.1
2018-12-23T08:07:23.255Z, shoulders, r, 97.49947, 146.92392, 10
2018-12-23T08:07:10.063Z, quads, l, 98.56154, 161.24246, 8.9
2018-12-23T08:06:48.649Z, quads, r, 99.10032, 165.83252, 7.7
