Time,Muscle,Side,MQ(0-100),MQ(raw),Fat %
2018-03-11T07:21:28.865Z, quads, l, 99.338005, 168.80457, 9.1
2018-03-11T07:20:52.985Z, quads, r, 99.28151, 168.01294, 8.2
2018-03-11T07:20:02.024Z, lower_back, l, 99.863014, 169.38683, 7.6
2018-03-11T07:19:43.839Z, lower_back, r, 99.82928, 167.6186, 7.3
2018-03-11T07:19:14.062Z, hamstrings, l, 99.60615, 162.42801, 9
2018-03-11T07:18:30.413Z, hamstrings, r, 99.626564, 162.81763, 8.5
2018-03-11T07:18:13.800Z, glutes, l, 99.81839, 157.42682, 8.8
2018-03-11T07:17:44.433Z, glutes, r, 99.87645, 160.3269, 8.8
2018-03-11T07:16:55.692Z, forearms, l, 72.44665, 121.73399, 11.7
2018-03-11T07:16:23.922Z, forearms, r, 92.65383, 128.8483, 10.4
2018-03-11T07:15:50.511Z, chest, l, 99.699844, 174.62689, 8.5
2018-03-11T07:14:51.681Z, chest, r, 99.320114, 166.56128, 10.5
2018-03-11T07:14:29.210Z, calves, l, 97.05884, 136.76823, 10.1
2018-03-11T07:14:10.652Z, calves, r, 99.00485, 141.59132, 9.4
2018-03-11T07:13:07.843Z, biceps, l, 93.217735, 137.14948, 11.4
2018-03-11T07:12:35.699Z, biceps, r, 91.147705, 135.66129, 11.3
2018-03-11T07:11:35.259Z, abs, l, 99.217026, 172.96521, 7.4
2018-03-11T07:11:22.020Z, abs, r, 99.34871, 175.21518, 7.3
2018-03-11T07:09:36.994Z, abs, r, 99.86767, 194.49596, 7
2018-03-04T08:13:36.635Z, upper_back, l, 99.23163, 157.64809, 7.7
2018-03-04T08:13:09.311Z, total, r, 99.699295, 167.06364, 8.4
2018-03-04T08:12:50.822Z, upper_back, r, 99.12543, 156.95416, 7.9
2018-03-04T08:12:16.308Z, triceps, l, 98.68111, 159.3392, 10.1
2018-03-04T08:11:52.856Z, triceps, r, 98.94147, 161.0388, 10
2018-03-04T08:11:28.110Z, shoulders, l, 98.79273, 151.6867, 9.7
2018-03-04T08:11:10.240Z, shoulders, r, 98.98041, 152.77286, 9.5
2018-03-04T08:10:51.713Z, quads, l, 98.666145, 161.98546, 9.7
2018-03-04T08:10:35.145Z, quads, r, 99.07403, 165.55252, 8.6
2018-03-04T08:10:13.101Z, lower_back, l, 99.68971, 162.81079, 8.4
2018-03-04T08:09:56.443Z, lower_back, r, 99.72182, 163.69109, 7.7
2018-03-04T08:09:38.715Z, hamstrings, l, 99.81539, 167.95972, 8.5
2018-03-04T08:09:01.729Z, hamstrings, r, 99.7809, 166.7117, 9
2018-03-04T08:08:22.041Z, glutes, l, 99.48679, 149.57281, 11.2
2018-03-04T08:08:05.484Z, glutes, r, 99.4195, 148.63594, 10.5
2018-03-04T08:07:42.084Z, forearms, l, 86.53269, 126.203865, 10.1
2018-03-04T08:07:27.047Z, forearms, r, 94.05695, 129.67389, 10
2018-03-04T08:07:02.033Z, chest, l, 99.751335, 176.47421, 8.7
2018-03-04T08:06:18.375Z, chest, r, 99.61984, 172.3033, 8.1
2018-03-04T08:05:27.756Z, calves, l, 99.024414, 141.67786, 9
2018-03-04T08:05:06.204Z, calves, r, 98.14248, 138.84387, 9.9
2018-03-04T08:04:35.515Z, biceps, l, 82.599785, 131.17656, 12.4
2018-03-04T08:04:20.230Z, biceps, r, 90.86119, 135.47636, 11.5
2018-03-04T08:03:58.839Z, abs, l, 99.13269, 171.71176, 6.9
2018-03-04T08:03:34.041Z, abs, r, 99.31502, 174.59964, 7.3
2018-02-25T07:28:48.177Z, total, r, 99.807175, 170.64003, 7.4
2018-02-25T07:28:42.038Z, upper_back, l, 99.617874, 161.36674, 7.3
2018-02-25T07:27:51.719Z, upper_back, r, 99.63949, 161.6753, 7
2018-02-25T07:26:54.169Z, triceps, l, 98.07355, 156.37878, 10
2018-02-25T07:26:31.355Z, triceps, r, 99.16474, 162.85843, 8.6
2018-02-25T07:26:01.700Z, shoulders, l, 98.02235, 148.47665, 10.5
2018-02-25T07:25:43.928Z, shoulders, r, 98.67984, 151.1098, 9.8
2018-02-25T07:25:20.252Z, quads, l, 99.24349, 167.51387, 9.9
2018-02-25T07:25:05.274Z, quads, r, 99.31627, 168.49237, 8.5
2018-02-25T07:24:44.749Z, lower_back, l, 99.841156, 168.1977, 7.3
2018-02-25T07:24:16.579Z, lower_back, r, 99.929565, 174.72113, 6.8
2018-02-25T07:23:46.255Z, hamstrings, l, 99.67791, 163.89954, 8.5
2018-02-25T07:23:28.703Z, hamstrings, r, 99.69909, 164.39636, 8.8
2018-02-25T07:23:10.795Z, glutes, l, 99.72691, 154.35, 10
2018-02-25T07:22:54.544Z, glutes, r, 99.89826, 161.7878, 8.2
2018-02-25T07:22:10.305Z, forearms, l, 72.6211, 121.78633, 11.3
2018-02-25T07:21:52.218Z, forearms, r, 96.28342, 131.4053, 9.3
